ID,Portfolio,Programme,x2005_06,x2006_07,x2007_08,x2008_09,x2009_10,x2010_11,x2011_12,x2012_13,x2013_14,x2014_15,EstimatedActual2015_16,BudgetEstimate2016_17,Status,AllocationMethod,Socio_EconomicObjective,Sector,Appropriation,About,Notes,Group1,Group2,BudgetEstimate2015_16_m,SRIBT_ID
245,"Industry, Innovation and Science","Innovation Investment Fund including Innovation Investment Follow-on Fund",14.7,12.3,12.072,8.143,121.752,23.196,16.9,23,22.489,21.267,43.163,30.273,Active,Competitive,"06. Industrial production and technology",Business (Innovation and Other R&D),Annual,"The Innovation Investment Fund is a co-investment venture capital equity programme. The programme was closed to new applicants as of May 2014. The Department manages contractual arrangements for the remaining funds, including payments, reporting and compliance. The Innovation Investment Follow-on Fund was a short-term fund established in response to the global financial crisis and the resulting impact on venture capital funding in Australia. It supported existing investments made through government equity funds. The programme is closed to new applicants and all funds are fully invested.",NaN,.,".",34.705,1516221
246,"Industry, Innovation and Science","Intermediary Access Program (Pilot)",0,1,3,0,0,0,0,0,0,0,0,0,. . . . .,. . . . .,"06. Industrial production and technology",Business (Innovation and Other R&D),Annual,".",NaN,.,".",0,1516222
247,"Industry, Innovation and Science","Motor Vehicle Producer R&D Scheme",6.7,12,14.955,15.917,12.67,22.536,0,0,0,0,0,0,. . . . .,. . . . .,"06. Industrial production and technology",Business (Innovation and Other R&D),Annual,".",NaN,.,".",0,1516223
248,"Industry, Innovation and Science","National Enabling Technologies Strategy",0,0,0,0,0.85,0.421,0.431,0.431,0,0,0,0,. . . . .,. . . . .,"06. Industrial production and technology",Business (Innovation and Other R&D),Annual,".",NaN,.,".",0,1516224
249,"Industry, Innovation and Science","R&D Start Loans Program",1.5,0,0,0,0,0,0,0,0,0,0,0,. . . . .,. . . . .,"06. Industrial production and technology",Business (Innovation and Other R&D),Annual,".",NaN,.,".",0,1516225
250,"Industry, Innovation and Science","Australian National Stem Cell Centre",7.1,6.5,6,5.5,5,4.5,0,0,0,0,0,0,. . . . .,Targeted,"07. Health",Business (Innovation and Other R&D),Annual,".",NaN,.,".",0,1516226
251,"Industry, Innovation and Science","Commonwealth Serum Laboratories (CSL) - Commonwealth assistance",0,0,0,0,0,9.3,10.6,8,2.1,0,0,0,. . . . .,Targeted,"07. Health",Business (Innovation and Other R&D),Annual,".",NaN,.,".",0,1516227
252,"Industry, Innovation and Science","Pharmaceutical Partnerships Program",12.4,21.6,26.9,25.292,0,0,0,0,0,0,0,0,. . . . .,. . . . .,"07. Health",Business (Innovation and Other R&D),Annual,".",NaN,.,".",0,1516228
253,"Industry, Innovation and Science","Quantum Computing (NISA)",0,0,0,0,0,0,0,0,0,0,0,5,Active,Targeted,"13. General advancement of knowledge: R&D financed from other sources than GUF",Business (Innovation and Other R&D),Annual,"As part of the Government's National Innovation and Science Agenda (NISA), the Government is co-investing  $25m over five years (commencing in 2016-17) to fund the development of a silicon quantum integrated circuit - the first step in building a functional quantum computer. The Government's $25m commitment  compliments co-investments pledged by other private and public sector funding parties.",NaN,.,"National Innovation and Science Agenda",0,1617021
254,"Industry, Innovation and Science","Small-Scale Mammalian Cell Production Facility",0,0,0,0,1,1,4,4,0,0,0,0,. . . . .,Targeted,"13. General advancement of knowledge: R&D financed from other sources than GUF",Business (Innovation and Other R&D),Annual,".",NaN,.,".",0,1516229
255,"Industry, Innovation and Science","Business Research and Innovation Initiative",0,0,0,0,0,0,0,0,0,0,0,9.5,Active,Competitive,"06. Industrial production and technology",Business (Innovation and Other R&D),Annual,"The Business Research and Innovation Initiative (BRII) is a pilot competitive grants programme announced as part of the “Government as Exemplar” pillar of the National Innovation and Science Agenda. The objective of the programme is to drive innovation among Australian small-to-medium enterprises (SMEs) and Australian Government agencies by encouraging SMEs to develop innovative solutions to public policy and service delivery challenges.",NaN,.,"National Innovation and Science Agenda",0,1617020
256,"Industry, Innovation and Science","Pooled Development Funds",9,11,10,5,5,40,0,0,0,0,0,0,. . . . .,. . . . .,"00. Multiple categories",Business (R&D Tax Measures),Special,".",NaN,Venture Capital Tax Measure,".",0,1516231
257,"Industry, Innovation and Science","Premium Tax Concession for Additional R&D (175%)",225,290,330,500,430,430,110,50,0,0,0,0,. . . . .,Entitlement,"00. Multiple categories",Business (R&D Tax Measures),Special,".",NaN,R&D Tax Measure,".",0,1516232
258,"Industry, Innovation and Science","R&D Refundable Tax Offset",242,235,206,269,310,300,-200,-135,-85,-50,-25,-25,. . . . .,Entitlement,"00. Multiple categories",Business (R&D Tax Measures),Special,".",NaN,R&D Tax Measure,".",-25,1516233
259,"Industry, Innovation and Science","R&D Tax Concession - Interim Transition Measure   ",0,0,0,0,55,55,0,0,0,0,0,0,. . . . .,Entitlement,"00. Multiple categories",Business (R&D Tax Measures),Special,".",NaN,R&D Tax Measure,".",0,1516234
260,"Industry, Innovation and Science","R&D Tax Concession (125%) ",430,480,700,980,970,1110,500,170,30,0,0,0,. . . . .,Entitlement,"00. Multiple categories",Business (R&D Tax Measures),Special,".",NaN,R&D Tax Measure,".",0,1516235
261,"Industry, Innovation and Science","R&D Tax Incentives - Non Refundable   ",0,0,0,0,0,0,1070,1170,1000,850,850,860,Active,Entitlement,"00. Multiple categories",Business (R&D Tax Measures),Special,"A non-refundable 40 per cent tax offset for companies with an annual turnover of $20 million or more for eligible R&D expenditure up to a threshold of $100 million, claims over which the offset rate is the corporate tax rate. Unused non-refundable offset amounts may be able to be carried forward to future income years.",NaN,R&D Tax Measure,".",960,1516236
262,"Industry, Innovation and Science","R&D Tax Incentives - Refundable",0,0,0,0,0,0,1449,1403,1866,1965,2340,2291,Active,Entitlement,"00. Multiple categories",Business (R&D Tax Measures),Special,"A 45 per cent refundable tax offset for companies that have an annual turnover of less than $20 million for eligible R&D expenditure up to a threshold of $100 million, claims over which the offset rate is the corporate tax rate. This tax offset is available to companies that are not controlled by income tax exempt entities, and is provided as a cash refund if their R&D tax offset entitlement exceeds their tax liability.",NaN,R&D Tax Measure,".",1969,1516237
263,"Industry, Innovation and Science","Cairns Institute Tropical Innovation Hub - Contribution",0,0,0,0,0,15,4.5,0,0,0,0,0,. . . . .,Targeted,"06. Industrial production and technology",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0,1516239
264,"Industry, Innovation and Science","Inspiring Australia - Higher Education Research Promotion (HERP) component",0,0,0,0,0,0,0.45,0.45,0.45,0,0,0,. . . . .,Targeted,"13. General advancement of knowledge: R&D financed from other sources than GUF",Higher Ed. (Other R&D),Special,".",NaN,.,".",0,1516240
265,"Industry, Innovation and Science","Cooperative Research Centres Programme",208.109,189.343,211.938,182.276,178.874,172.638,165.474,155.645,147.091,149.86,141.148,149.839,Active,Competitive,"06. Industrial production and technology",Multi-sector (CRCs),Annual,"The Programme aims to improve the competitiveness, productivity and sustainability of Australian industries, especially where Australia has a competitive strength, and in line with Government Priorities. 
The Programme aims to foster high quality research to solve industry-identified problems through industry-led and outcome-focused collaborative research partnerships between Industry Entities and Research Organisations.
The Programme aims to encourage and facilitate Small and Medium Enterprise (SME) participation in collaborative research.",NaN,.,".",146.748,1516241
266,"Industry, Innovation and Science","Carbon Capture and Storage (CCS) Flagships",0,0,0,0,61.783,7.033,6.675,13.818,27.139,61.095,44.09,24.51,Active,Competitive,"05. Energy",Multi-sector (Energy & Env.),Annual,"Established in 2009, the CCS Flagships Programme promotes the dissemination of CCS technologies by supporting a small number of demonstration projects that will capture carbon dioxide (CO2) emissions from industrial processes and safely store them underground in stable geological formations. CCS Flagships is the Australian Government’s primary program for large-scale CCS projects. The programme was created to develop commercial scale integrated CCS projects in Australia to operate from 2020.",NaN,.,".",58,1516243
267,"Industry, Innovation and Science","Coal Mining Abatement Technology Support Package",0,0,0,0,0,0,0,1.036,6,5.14,10.811,13.736,Active,Competitive,"05. Energy",Multi-sector (Energy & Env.),Annual,"The Coal Mining Abatement Technology Support Package (CMATSP) provides transitional assistance to the coal industry to facilitate the commercialisation of fugitive methane abatement technologies.  The program is funded to 30 June 2017.",NaN,.,".",0,1617022
268,"Industry, Innovation and Science","Global Carbon Capture and Storage Institute",0,0,0,82.302,100,100,25,35,0,0,0,0,. . . . .,. . . . .,"05. Energy",Multi-sector (Energy & Env.),Annual,".",NaN,.,".",0,1516246
269,"Industry, Innovation and Science","Low Emissions Technology Demonstration Fund",1.5,1.3,1,0,0,0,0,0,20,0,0,40,Active,Competitive,"05. Energy",Multi-sector (Energy & Env.),Annual,"The LETDF programme was announced in June 2004 and aims to demonstrate the commercial potential of new technologies or processes, or the application of overseas technologies or processes to Australian circumstances, with the potential to deliver long term large scale greenhouse emissions reductions.",NaN,.,".",40,1516247
270,"Industry, Innovation and Science","National Low Emissions Coal Initiative",0,0,14,8.7,32.287,47.63,25.568,22.694,43.812,31.631,4.421,0.602,Active,Targeted,"05. Energy",Multi-sector (Energy & Env.),Annual,"The NLECI programme aims to accelerate research, development and demonstration of low emissions coal technologies.",NaN,.,".",16.921,1516248
271,"Industry, Innovation and Science","Otway Basin Pilot Project",0,0,2.4445,0,0.569,0,0,0,0,0,0,0,. . . . .,. . . . .,"05. Energy",Multi-sector (Energy & Env.),Annual,".",NaN,.,".",0,1516249
272,"Industry, Innovation and Science","Australian Space Science Program",0,0,0,0,5.765,11.982,12.172,13.406,0,0,0,0,. . . . .,. . . . .,"03. Exploration and exploitation of space",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516252
273,"Industry, Innovation and Science","Square Kilometre Array Radio Telescope Project",0,0,0,0,0,0,1.613,1.555,8.364,9.504,6.933,4,Active,Targeted,"03. Exploration and exploitation of space",Multi-sector (Other R&D),Annual,"The SKA will be the world's largest telescope which will be located in Australia and South Africa, with a project headquarters based in the United Kingdom.",NaN,.,"National Innovation and Science Agenda",6.938,1516253
274,"Industry, Innovation and Science","ICT Centre of Excellence",23.5,23.97,26.849,27.338,25.437,25.946,25,23.75,22.563,21.435,21,0,. . . . .,Targeted,"06. Industrial production and technology",Multi-sector (Other R&D),Annual,"NICTA Ltd ( which was merged with CSIRO in 2015), was the sole recipient of funding under this programme. NICTA's Annual Report 2014 identified 4 breakthrough research results and 6 significant impact outcomes in the field of:
• computer vision
• networks
• optimisation
• broadband and the digital economy
• infrastructure, transports and logistics
• security and environment.",NaN,.,".",21,1516254
275,"Industry, Innovation and Science","Australia-China Science and Research Fund",0,0,0,0,0,0,2,4,2.99,0.525,0.206,5.133,Active,Competitive,"13. General advancement of knowledge: R&D financed from other sources than GUF",Multi-sector (Other R&D),Annual,"The Australia-China Science and Research Fund (ACSRF) supports strategic science, technology and innovation collaboration of mutual benefit to Australia and China.",NaN,.,".",1.636,1516255
276,"Industry, Innovation and Science","Australia-India Strategic Research Fund ",0,0,2.103,6.912,5.576,7.39,7.456,12.197,9.24,6.26,2.844,3.743,Active,Competitive,"13. General advancement of knowledge: R&D financed from other sources than GUF",Multi-sector (Other R&D),Annual,"The Australia-India Strategic Research Fund (AISRF) supports Australian researchers from public and private sectors to participate with Indian scientists in leading-edge scientific research projects and workshops.",NaN,.,".",4.035,1516256
277,"Industry, Innovation and Science","Australian Synchrotron Contribution",0,50,0,0,0,0,0,0,0,0,0,0,. . . . .,Targeted,"13. General advancement of knowledge: R&D financed from other sources than GUF",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516257
278,"Industry, Innovation and Science","Australian Synchrotron operating funding",0,0,0,0,0,0,0,0,0,0,0,7.5,Active,Targeted,"13. General advancement of knowledge: R&D financed from other sources than GUF",Multi-sector (Other R&D),Annual,"Funding was secured to ensure ongoing operation of the Australian Synchrotron in 2016-17.",NaN,.,".",0,1617024
279,"Industry, Innovation and Science","European Molecular Biology Laboratory Partner Facility",0,0,0,0,2,2,2,2,0,0,0,0,. . . . .,Targeted,"13. General advancement of knowledge: R&D financed from other sources than GUF",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516258
280,"Industry, Innovation and Science","Global Connections Fund",0,0,0,0,0,0,0,0,0,0,1.645,1.236,Active,Competitive,"13. General advancement of knowledge: R&D financed from other sources than GUF",Multi-sector (Other R&D),Annual,"The Australian Academy of Technology and Engineering will develop and implement a programme that provides small grants ($7,000) and seed funding (up to $50,000) to support proof of concept and commercialisation activities between Australian SMEs and researchers and international SMEs and researchers from 17 identified priority economies.",NaN,.,"National Innovation and Science Agenda",0,1617025
281,"Industry, Innovation and Science","International Science Linkages",10.244,11.06,11.435,11.678,10.07,12.323,0,0,0,0,0,0,. . . . .,Competitive,"13. General advancement of knowledge: R&D financed from other sources than GUF",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516259
282,"Industry, Innovation and Science","National Innovation and Science Agenda - Australian Synchrotron operating funding",0,0,0,0,0,0,0,0,0,0,0,11.416,Active,Targeted,"13. General advancement of knowledge: R&D financed from other sources than GUF",Multi-sector (Other R&D),Annual,"Funding is to ensure the ongoing operation of the Australian Synchrotron to 2025-26 inclusive.",NaN,.,"National Innovation and Science Agenda",0,1617026
283,"Industry, Innovation and Science","Regional Collaborations Programme",0,0,0,0,0,0,0,0,0,0,0,0.8,Active,Competitive,"13. General advancement of knowledge: R&D financed from other sources than GUF",Multi-sector (Other R&D),Annual,"The Australian Academy of Science will implement and deliver a competitive programme to support research projects and workshops that address issues in the Asia-Pacific region.",NaN,.,"National Innovation and Science Agenda",0,1617027
284,"Industry, Innovation and Science","Inspiring all Australians in STEM",0,0,0,0,0,0,0,0,0,0,0,7.1195,Active,Competitive/Targeted,"09. Education",Multi-sector (Other R&D),Annual,"The Australian Government has committed $48 million over five years to inspire all Australians to engage with science, technology, engineering and mathematics (STEM) by:
• expanding the Prime Minister’s Prizes for Science to recognise excellence in STEM in young Australians and early career research
• supporting Australian students’ participation in competitions such as the International Science and Mathematics Olympiads
• developing play-based learning apps and STEM teaching resources for early childhood educators
• targeted initiatives to encourage more girls and women to study STEM subjects and go on to STEM-based careers
• renewing and expanding Inspiring Australia.",NaN,.,"National Innovation and Science Agenda",0,1617023
285,"Infrastructure and Regional Development","Air Cargo X-ray Trials",0,4.932,3.82,0,0,0,0,0,0,0,0,0,. . . . .,Targeted,"04. Transport, telecommunications and other infrastructures",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516260
286,"Infrastructure and Regional Development","ANCAP-Vehicle Testing/Stars on Cars",0,0,0,0,0.55,1.1,1.1,1.1,1.1,1.1,1.1,1.1,Active,Targeted,"04. Transport, telecommunications and other infrastructures",Multi-sector (Other R&D),Annual,"The Commonwealth's member contribution. ANCAP provides safety ratings (out of five stars) for new vehicle models entering the Australian market. The ratings are based on results of a range of crash tests as well as other factors.",NaN,.,".",1.1,1516261
287,"Infrastructure and Regional Development","Funding to Transport Certification Australia - Heavy vehicle telematics and the Intelligent Access Project",0,0,0,0,1.049,1.017,0.738,0.495,0.294,0.519,0.467,0.41,Active,Targeted,"04. Transport, telecommunications and other infrastructures",Multi-sector (Other R&D),Annual,"TCA administers the Intelligent Access Program (IAP) on behalf of state and territory governments and develops IAP based applications for on-board mass monitoring, electronic work diaries (EWDs) and speed monitoring. The IAP is a voluntary program which provides high productivity heavy vehicles with improved access to the road network in exchange for telematics monitoring, through the use of on-board telematics (also known as a 'black box') and a Global Positioning System.",NaN,.,".",0.519,1516262
288,"Infrastructure and Regional Development","Joint Liquids, Aerosols and Gels Trial",0,0,0,0,0,0.196,0,0,0,0,0,0,. . . . .,Targeted,"04. Transport, telecommunications and other infrastructures",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516263
289,"Infrastructure and Regional Development","Liquids, Aerosols and Gels Screening Technology Trials",0,0,0.886,3.502,0,0,0,0,0,0,0,0,. . . . .,Targeted,"04. Transport, telecommunications and other infrastructures",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516264
290,"Infrastructure and Regional Development","Low Volume Roads Research",0,0,1.6,0.6,0.275,0.072,0,0,0,0,0,0,. . . . .,Targeted,"04. Transport, telecommunications and other infrastructures",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516265
291,"Infrastructure and Regional Development","Payments to Austroads/ARRB Transport Research Ltd. ",2.2,2.2,2.8,2.74,3.131,3.214,3.311,3.387,3.026,3.076,3.742,3.412,Active,Targeted,"04. Transport, telecommunications and other infrastructures",Multi-sector (Other R&D),Annual,"The Commonwealth's member and work program contribution. The Austroads' work model relies on the cooperative working relationship between road agencies to determine, develop and implement the annual work program which is divided into six key areas covering technology, networks, registration and licensing, safety, freight, and assets. 
Austroads provides the secretariat service to the Bicycle Council. The Bicycle Council works with government, industry and user groups as part of its research work into cycling behaviour, cycling related infrastructure and cycling aspects more generally.",NaN,.,".",3.153,1516266
292,"Infrastructure and Regional Development","Study on the effectiveness of ABS for motorcycles",0,0,0,0,0,0,0,0,0.042,0.005,0,0,. . . . .,Targeted,"04. Transport, telecommunications and other infrastructures",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516267
293,"Infrastructure and Regional Development","Teledyne - Stand-Off Body Scanner project",0,0,0,0,0,0.05,0,0,0,0,0,0,. . . . .,Targeted,"04. Transport, telecommunications and other infrastructures",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516268
294,"Infrastructure and Regional Development","University of Tasmania - Pre-Blast Explosive Analyser project",0,0,0,0,0,0.07,0,0,0,0,0,0,. . . . .,Targeted,"04. Transport, telecommunications and other infrastructures",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516269
295,"Infrastructure and Regional Development","Used Car Safety Rating",0,0,0,0,0,0,0,0,0,0,0.027,0.028,Active,Targeted,"04. Transport, telecommunications and other infrastructures",Multi-sector (Other R&D),Annual,"To annually re-estimate the UCSRs by the make, model and market group of a vehicle, including crashworthiness, aggressivity and total secondary safety components from an expanded crash database. This will include using updated data in order to improve the accuracy of the ratings and expand the range of vehicles covered.",NaN,.,".",0,1617028
296,"Infrastructure and Regional Development","Regional and Rural Research and Development Grants",0.183,0.216,0.223,0.125,0.195,0.228,0.228,0,0.227,0,0,0,. . . . .,. . . . .,"13. General advancement of knowledge: R&D financed from other sources than GUF",Multi-sector (Rural),Annual,".",NaN,.,".",0,1516270
297,"Infrastructure and Regional Development","International study on the effectiveness of advanced emergency braking systems for light vehicles",0,0,0,0,0,0,0,0,0.03636,0,0,0,. . . . .,. . . . .,"04. Transport, telecommunications and other infrastructures",Rest of the World,Annual,".",NaN,.,".",0,1516271
298,"Infrastructure and Regional Development","International Study on the Effectiveness of Reversing cameras",0,0,0,0,0,0,0,0.07,0,0,0,0,. . . . .,Targeted,"04. Transport, telecommunications and other infrastructures",Rest of the World,Annual,".",NaN,.,".",0,1516272
299,"Prime Minister and Cabinet","Closing the Gap Clearinghouse",0,0,0,0.5,0.51,0.52,0.531,0.541,0,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Aust. Govt. (Other R&D),Annual,".",NaN,.,".",0,1516273
300,"Prime Minister and Cabinet","Improved Indigenous population projections for policy and planning",0,0,0,0,0,0,0,0,0.04,0.04,0.04,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0.04,1516274
301,"Prime Minister and Cabinet","Indigenous Populations project (CAEPR)",0,0,0,0,0,0.478564,0.49725,0.51641,0.293,0.304,0.359,0,Active,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0.316,1516275
302,"Prime Minister and Cabinet","Poverty in the midst of plenty",0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0,1516276
303,"Prime Minister and Cabinet","Strategic Indigenous Research (CAEPR)",0,0,0,0,0,0.385,0.385,0.385,0.35,0.35,0.35,0,Active,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0.35,1516277
304,"Prime Minister and Cabinet","The Implementation of Agreements and Treaties with Indigenous and Local Peoples in Postcolonial States",0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0,1516278
305,"Prime Minister and Cabinet","Victorian Aboriginal Child Mortality Study",0,0,0,0,0,0,0,0.19,0.179,0.196,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0,1516279
306,"Prime Minister and Cabinet","Cooperative Research Centre for Remote Economic Participation",0,0,0,0,0,0.275,0.275,0.275,0,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516280
307,"Prime Minister and Cabinet","Desert Knowledge Co-operative Research Centre",0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,".",NaN,.,".",0,1516281
308,"Social Services","Building a New Life in Australia (BNLA) Longitudinal Study of Humanitarian Migrants (Australian Institute of Family Studies)",0,0,0,0,0,0,0.716,0.76,1.972,1.232,1.458,0.958,Active,Targeted,"11. Political and social systems, structures and processes",Aust. Govt. (Other R&D),Annual,"The Longitudinal Study of Humanitarian Migrants (BNLA) is a longitudinal study of the settlement experience of humanitarian arrivals in Australia, over five years, from 2013 until 2018.",NaN,.,".",1.458,1516282
309,"Social Services","Data Reporting and Collection Framework and associated research - ABS",0,0,0,0,0,0,0,0.254,0.067,0.275,0.303,0.337,Active,Targeted,"11. Political and social systems, structures and processes",Aust. Govt. (Other R&D),Annual,"Research and data collection to support the National Plan to Reduce Violence against Women and their Children",NaN,.,".",0,1617029
310,"Social Services","Effects of Pornography on Young People (AIFS)",0,0,0,0,0,0,0,0,0,0,0.078,0,Active,Targeted,"11. Political and social systems, structures and processes",Aust. Govt. (Other R&D),Annual,"Research and data collection to support the National Plan to Reduce Violence against Women and their Children",NaN,National Plan to Reduce Violence against Women and their Children,".",0,1617030
311,"Social Services","Giving Australia",0,0,0,0,0,0,0,0,0,0.8,0.6,0.25,Active,Competitive,"11. Political and social systems, structures and processes",Aust. Govt. (Other R&D),Annual,"The project is being delivered by the Queensland University of Technology (QUT) in partnership with Swinburne University of Technology and will provide critical information about giving and volunteering behaviours, attitudes and trends. It is expected to be completed in late 2016.",NaN,.,".",0,1617031
312,"Social Services","Personal Safety Survey (Australian Bureau of Statistics)",0,0.312,0,0,1.29,5.4,3.682,0.15,6.7,5.45,0,0,Active,Targeted,"11. Political and social systems, structures and processes",Aust. Govt. (Other R&D),Annual,"Research and data collection to support the National Plan to Reduce Violence against Women and their Children",NaN,.,".",0,1516283
313,"Social Services","ARC Linkage Grant - Building successful diverse communities: What works and why",0,0,0,0,0,0,0,0.072,0.036,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0,1516284
314,"Social Services","ARC Linkage Grant - Centre of Excellence for Children and Families over the Life Course",0,0,0,0,0,0,0,0,0.25,0.15,0.15,0.15,Active,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0.15,1516285
315,"Social Services","ARC Linkage Grant - Creating the conditions for collective impact: transforming the child serving system in disadvantaged communities.",0,0,0,0,0,0,0,0.15,0,0.372,0.5,0,Active,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,"Transforming the child and family service system in disadvantaged locations using 10 Communities for Children Facilitating Partner activity sites in NSW and Qld as a focal point to increase coalition functioning between services, shared outcomes measurement, and the use of evidence-based tools and practices.",NaN,.,".",0,1516286
316,"Social Services","ARC Linkage Grants - FaHCSIA Cash Contributions",0,0,0.13,0.357,0.25,0.27,0.08,0,0,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0,1516287
317,"Social Services","Household, Income and Labour Dynamics in Australia (HILDA) Survey",0,0,0,0,0,9.3,9.3,9.3,10.482,10.11,9.315,9.116,Active,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,"The HILDA survey is a household based panel survey which began in 2001. It collects information about economic and subjective well-being, labour market dynamics and family dynamics. The key value of HILDA is in its ability to help government better understand how people respond to the changing economic and social environment.",NaN,.,".",9.315,1516288
318,"Social Services","Intercountry Adoption – Australian / International based research",0,0,0,0,0,0,0,0,0,0.11,0.1,0.1,Active,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0,1516289
319,"Social Services","Longitudinal study - Journey's Home",0,0,0,0,0,1.57,1.663,2.48,2.683,0.1,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,".",NaN,.,".",0,1516290
320,"Social Services","Longitudinal Survey of Australian Children (LSAC)",0,0,0,0,0,0,7.8,7.8,8.791,8.48,7.824,7.824,Active,Targeted,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,"LSAC is a major study following the development of 10,000 children and families across Australia. The study tracks children's development and life course trajectories  in today's economic, social and political environment.",NaN,.,".",7.824,1516291
321,"Social Services","National Disability Research and Development Agenda",0,0,0,0,0,0,0,0.391,0.587,0.09,1.721,2.643,Active,Competitive,"11. Political and social systems, structures and processes",Higher Ed. (Other R&D),Annual,"The National Disability Research and Development Agenda is managed by the Research and Data Working Group comprising representatives from the states, territories and Australian Government.  The Research and Development Agenda supports a range of research and data activities including, the Disability Services National Minimum Data Set and priority research such as research on disadvantaged groups of people with disability, people's service experiences and key policy concepts.",NaN,.,".",2.074,1516292
322,"Social Services","ANROWS core funding",0,0,0,0,0,0,0,1,1.5,1.5,1.5,1.7,Active,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,"Research and data collection to support the National Plan to Reduce Violence against Women and their Children",NaN,.,".",0,1617032
323,"Social Services","ANROWS Diversity Data",0,0,0,0,0,0,0,0,0,0,0.16,0,Active,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,"Research and data collection to support the National Plan to Reduce Violence against Women and their Children",NaN,National Plan to Reduce Violence against Women and their Children,".",0,1617033
324,"Social Services","ARC Linkage Grant - Enhancing mothers' engagement with the workforce in the preschool years (Millennium Mums survey)",0,0,0,0,0,0,0,0,0.15,0.15,0.15,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,"The Millennium Mums project is a national study of working mothers who had babies in October and November 2011. The project examines their experiences with leave from their employer and decisions about paid employment, as well as family life, health and wellbeing around the birth of their baby. The study began in 2012, funded by the then Department of Families, Housing, Community Services and Indigenous Affairs as part of the evaluation of the introduction of the Paid Parental leave scheme. Through additional funding from the Australian Research Council and continued funding from the Department of Social Services the study continued on an annual basis until 2015. The goal of the extension of the Millennium Mums project is to study changes in mother’s work and family lives during their child’s preschool years. ",NaN,.,".",0.15,1516293
325,"Social Services","BSCW Action Research",0,0,0,0,0,0,0,0,0,0,0.3,0.3,Active,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,"Research and data collection to support the National Plan to Reduce Violence against Women and their Children",NaN,National Plan to Reduce Violence against Women and their Children,".",0,1617034
326,"Social Services","Children's Experiences and Views of Family Violence (ACU)",0,0,0,0,0,0,0,0,0,0,0.055,0,Active,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,"Research and data collection to support the National Plan to Reduce Violence against Women and their Children",NaN,National Plan to Reduce Violence against Women and their Children,".",0,1617035
327,"Social Services","Gambling Research Australia",0.3,0.3,0,0,0.3,0.3,0.3,0.6,0,0,0,0,. . . . .,Targeted,"11. Political and social systems, structures and processes",Multi-sector (Other R&D),Annual,"Research produced by Gambling Research Australia is widely used by academics, all levels of Government, the community sector, industry and the media",NaN,.,".",0,1516294
